ID,item_id,item_cnt_month
11589,5355,2
11590,5816,2
11591,5896,2
11592,7935,2
11593,8085,2
11594,8178,2
11595,7713,2
11596,8694,0
11597,8702,2
11598,8743,2
11599,8845,2
11600,8868,2
11601,9361,0
11602,7657,2
11603,7790,2
11604,6863,0
11605,7232,2
11606,2484,2
11607,3140,2
11608,2210,2
11609,1775,2
11610,17459,2
11611,3866,2
11612,3656,2
11613,3458,2
11614,3277,2
11615,3286,2
11616,3543,2
11617,3552,2
11618,3580,2
11619,3609,2
11620,17420,2
11621,17374,2
11622,11997,2
11623,12465,2
11624,12498,2
11625,13139,2
11626,12706,0
11627,11931,2
11628,11292,2
11629,10778,2
11630,10812,2
11631,10927,2
11632,10935,0
11633,11435,2
11634,12117,0
11635,11607,2
11636,11690,0
11637,11694,2
11638,11769,2
11639,11770,0
11640,11771,2
11641,11775,2
11642,11575,2
11643,12708,2
11644,13209,0
11645,13399,2
11646,13273,0
11647,13212,2
11648,13220,2
11649,13238,2
11650,10554,0
11651,10480,4
11652,9422,2
11653,8961,2
11654,8967,2
11655,9330,0
11656,9565,2
11657,9365,0
11658,9394,2
11659,9390,2
11660,10378,2
11661,10660,2
11662,10453,2
11663,9976,2
11664,10094,2
11665,10300,2
11666,10529,2
11667,13503,0
11668,13499,3
11669,16086,2
11670,16125,2
11671,16147,2
11672,16160,2
11673,16053,0
11674,16146,2
11675,16184,2
11676,16016,2
11677,16020,2
11678,15286,2
11679,16013,2
11680,15300,2
11681,15303,2
11682,15511,2
11683,15875,0
11684,16002,2
11685,16019,2
11686,15302,2
11687,16954,2
11688,17108,2
11689,17168,2
11690,17270,2
11691,16937,2
11692,16234,2
11693,16236,2
11694,15594,0
11695,15635,0
11696,15640,2
11697,16287,2
11698,16787,2
11699,16586,0
11700,16735,2
11701,14777,2
11702,13696,0
11703,13699,2
11704,12990,2
11705,13009,2
11706,13040,2
11707,13646,0
11708,13888,2
11709,13889,2
11710,13893,2
11711,13894,2
11712,13919,2
11713,13645,0
11714,13637,0
11715,13536,0
11716,13544,0
11717,12889,2
11718,12958,0
11719,12970,2
11720,13633,2
11721,13635,2
11722,13958,2
11723,17416,2
11724,14476,2
11725,14521,0
11726,14628,2
11727,14751,0
11728,14755,2
11729,14075,2
11730,14267,2
11731,14286,2
11732,14335,2
11733,14964,0
11734,14967,2
11735,14968,0
11736,14020,2
11737,9463,0
11738,7526,2
11739,7531,2
11740,7592,0
11741,7607,0
11742,7646,0
11743,7879,2
11744,6747,2
11745,6371,2
11746,6903,0
11747,7054,2
11748,7070,2
11749,7085,2
11750,8734,2
11751,8736,2
11752,8737,2
11753,8756,2
11754,8768,2
11755,8863,2
11756,8902,2
11757,8733,2
11758,8919,2
11759,9275,2
11760,8986,2
11761,9307,0
11762,9308,0
11763,9323,0
11764,9354,0
11765,9399,2
11766,9410,2
11767,8958,2
11768,8732,2
11769,8192,2
11770,8453,0
11771,8454,2
11772,8529,0
11773,8545,0
11774,5246,2
11775,5042,2
11776,5322,0
11777,5472,2
11778,5815,2
11779,4877,2
11780,4141,0
11781,4156,0
11782,4231,2
11783,4247,2
11784,4084,2
11785,4539,0
11786,4540,0
11787,4839,2
11788,4608,2
11789,6386,2
11790,6420,2
11791,6297,2
11792,5843,0
11793,5654,0
11794,5676,2
11795,9424,2
11796,11373,0
11797,11385,0
11798,11237,2
11799,11238,2
11800,11266,0
11801,11430,0
11802,11579,2
11803,11678,0
11804,11704,7
11805,11875,2
11806,11371,0
11807,11372,0
11808,13244,0
11809,13268,0
11810,13270,0
11811,13271,0
11812,13283,0
11813,3424,2
11814,13290,2
11815,13291,0
11816,12132,2
11817,12220,0
11818,12040,2
11819,12231,2
11820,13100,2
11821,13105,2
11822,12467,2
11823,12486,2
11824,13128,0
11825,11369,0
11826,9928,6
11827,9985,2
11828,10021,2
11829,10028,0
11830,10146,2
11831,10324,0
11832,10351,0
11833,10402,2
11834,10329,2
11835,9465,0
11836,9466,0
11837,9468,2
11838,9513,2
11839,10203,0
11840,10425,2
11841,11370,0
11842,10495,2
11843,10513,2
11844,10777,2
11845,10780,0
11846,10979,2
11847,10990,2
11848,11074,0
11849,11170,2
11850,11365,0
11851,16211,2
11852,16639,2
11853,16975,3
11854,17011,2
11855,17655,2
11856,17785,2
11857,18147,2
11858,18355,0
11859,18685,2
11860,14848,2
11861,15374,2
11862,15411,0
11863,15412,0
11864,15481,4
11865,15513,0
11866,16126,2
11867,16139,0
11868,19431,2
11869,19176,2
11870,21367,2
11871,21612,2
11872,21673,2
11873,21848,0
11874,22022,0
11875,22162,2
11876,19552,0
11877,19597,2
11878,19858,2
11879,20624,2
11880,8077,2
11881,11069,0
11882,11961,2
11883,11975,2
11884,12204,2
11885,10802,2
11886,10072,0
11887,10343,2
11888,10347,2
11889,10751,0
11890,12286,2
11891,51,2
11892,12503,2
11893,12541,2
11894,12927,2
11895,13718,2
11896,14151,0
11897,14064,0
11898,14126,2
11899,13397,2
11900,3028,2
11901,2425,0
11902,2861,2
11903,2866,2
11904,2883,0
11905,2884,2
11906,2791,2
11907,3758,0
11908,3760,0
11909,3832,2
11910,3862,2
11911,3908,0
11912,3945,2
11913,3755,2
11914,3673,2
11915,3689,2
11916,2050,2
11917,701,0
11918,719,0
11919,640,0
11920,794,0
11921,806,2
11922,639,0
11923,638,2
11924,491,2
11925,80,0
11926,91,2
11927,140,0
11928,249,0
11929,259,2
11930,353,0
11931,428,0
11932,478,0
11933,832,2
11934,835,2
11935,1582,2
11936,1586,4
11937,1816,2
11938,2040,2
11939,837,2
11940,1074,0
11941,1406,2
11942,8951,2
11943,12529,2
11944,13151,2
11945,12671,2
11946,12675,2
11947,12686,2
11948,12701,0
11949,12709,2
11950,13208,0
11951,13306,0
11952,13317,2
11953,13330,0
11954,13331,2
11955,13335,0
11956,13304,2
11957,13336,0
11958,12732,0
11959,13280,0
11960,12501,2
11961,10676,2
11962,10452,2
11963,10507,0
11964,10718,2
11965,10784,2
11966,10651,2
11967,11306,2
11968,11063,2
11969,10633,2
11970,10045,0
11971,10083,2
11972,10334,2
11973,10614,3
11974,10381,2
11975,11132,2
11976,12232,2
11977,12054,0
11978,12064,2
11979,12082,2
11980,12090,2
11981,12333,2
11982,12361,2
11983,12469,0
11984,12475,2
11985,12477,2
11986,12066,2
11987,11930,2
11988,11207,2
11989,11404,2
11990,11534,2
11991,11913,2
11992,13123,2
11993,15395,2
11994,15416,0
11995,15419,0
11996,15459,2
11997,15483,2
11998,15280,2
11999,15484,2
12000,15512,2
12001,15866,2
12002,15868,2
12003,15876,0
12004,15492,2
12005,15279,2
12006,14663,2
12007,14691,2
12008,15162,2
12009,15164,2
12010,15166,0
12011,14784,0
12012,14866,2
12013,15213,2
12014,16009,2
12015,15577,2
12016,15665,0
12017,15739,2
12018,15788,2
12019,15806,2
12020,16534,2
12021,16657,2
12022,16680,2
12023,16721,2
12024,16898,2
12025,16041,0
12026,16043,2
12027,16110,2
12028,16135,2
12029,16153,2
12030,16155,2
12031,16200,0
12032,13653,0
12033,13661,2
12034,13743,0
12035,13745,0
12036,14152,2
12037,13834,2
12038,13628,2
12039,12802,0
12040,12830,2
12041,12860,2
12042,12891,2
12043,12917,2
12044,12961,0
12045,13632,0
12046,10039,2
12047,15027,0
12048,15052,2
12049,15067,5
12050,14124,2
12051,14253,2
12052,14282,2
12053,14963,0
12054,10032,2
12055,10005,0
12056,6057,2
12057,6007,2
12058,5684,2
12059,5943,2
12060,5945,2
12061,5946,2
12062,5950,2
12063,5953,0
12064,5956,2
12065,6186,2
12066,6247,2
12067,6249,2
12068,6641,2
12069,6316,2
12070,6678,0
12071,5660,3
12072,5012,2
12073,5044,2
12074,5361,3
12075,5362,2
12076,4841,2
12077,4628,2
12078,4679,2
12079,4904,2
12080,4944,2
12081,5210,2
12082,5005,2
12083,5844,0
12084,5656,0
12085,5352,2
12086,5469,2
12087,5488,2
12088,5490,2
12089,5497,2
12090,5517,0
12091,16922,2
12092,9208,0
12093,8744,2
12094,8801,0
12095,8570,2
12096,8862,2
12097,8867,2
12098,8871,2
12099,8365,2
12100,8398,2
12101,9321,0
12102,9882,0
12103,9949,2
12104,9980,2
12105,9054,2
12106,9478,0
12107,9507,2
12108,8226,2
12109,7173,2
12110,7458,2
12111,7499,2
12112,7018,2
12113,6350,2
12114,6837,2
12115,6861,2
12116,6996,0
12117,7524,2
12118,7730,0
12119,7878,0
12120,7882,2
12121,7929,2
12122,8012,2
12123,8044,2
12124,8035,2
12125,8110,2
12126,8162,0
12127,8164,2
12128,8166,2
12129,8191,0
12130,7793,2
12131,7653,2
12132,4554,2
12133,3934,2
12134,4008,2
12135,5036,2
12136,4993,2
12137,4871,2
12138,3421,2
12139,3778,2
12140,3477,2
12141,7213,2
12142,7673,2
12143,7324,2
12144,7159,2
12145,7072,2
12146,6953,2
12147,8421,2
12148,8573,0
12149,8607,2
12150,8686,2
12151,8757,0
12152,8819,2
12153,8448,2
12154,6714,0
12155,6734,0
12156,6126,2
12157,6377,2
12158,6308,2
12159,20403,0
12160,20560,0
12161,20602,0
12162,20618,0
12163,20622,2
12164,20629,2
12165,20630,2
12166,20746,2
12167,19672,2
12168,19796,2
12169,19835,0
12170,19874,2
12171,19893,2
12172,20070,2
12173,20091,2
12174,20184,2
12175,20378,0
12176,20396,0
12177,20878,0
12178,21362,2
12179,17449,2
12180,17869,2
12181,17882,2
12182,16976,0
12183,16987,2
12184,17105,2
12185,17107,2
12186,17662,2
12187,17229,0
12188,17290,2
12189,18109,2
12190,21548,2
12191,18129,2
12192,19244,2
12193,19576,0
12194,19948,2
12195,19650,3
12196,19487,2
12197,19155,0
12198,18181,2
12199,18200,2
12200,18255,2
12201,18497,2
12202,18672,2
12203,18719,2
12204,18924,2
12205,19094,2
12206,19117,2
12207,18163,2
12208,2688,2
12209,2778,2
12210,2639,2
12211,2851,2
12212,2671,2
12213,3393,2
12214,2652,2
12215,2867,2
12216,2872,2
12217,2880,0
12218,2940,0
12219,62,2
12220,21827,2
12221,21828,0
12222,21906,2
12223,22071,2
12224,22104,2
12225,21706,2
12226,1857,2
12227,2284,2
12228,1523,2
12229,1241,2
12230,1238,2
12231,1202,2
12232,1199,2
12233,1176,0
12234,1132,2
12235,1102,2
12236,1101,2
12237,1087,2
12238,1249,2
12239,1306,2
12240,1247,2
12241,1257,2
12242,1037,2
12243,445,0
12244,408,2
12245,407,0
12246,388,2
12247,356,0
12248,325,2
12249,313,0
12250,269,0
12251,253,2
12252,248,0
12253,213,2
12254,205,0
12255,202,2
12256,149,2
12257,138,0
12258,308,2
12259,968,2
12260,687,2
12261,1864,0
12262,1817,0
12263,1622,2
12264,1618,2
12265,1579,3
12266,1565,2
12267,1556,2
12268,1555,2
12269,109,2
12270,93,2
12271,21355,2
12272,21110,0
12273,21441,2
12274,21363,2
12275,21386,2
12276,20829,2
12277,20812,2
12278,20800,0
12279,20731,2
12280,20718,0
12281,20680,0
12282,20678,2
12283,20643,0
12284,20831,2
12285,20243,2
12286,20265,0
12287,22050,2
12288,57,2
12289,45,2
12290,42,2
12291,38,2
12292,33,2
12293,21759,2
12294,21732,2
12295,21458,0
12296,21624,2
12297,21955,2
12298,21929,2
12299,21928,2
12300,21842,2
12301,21835,2
12302,21976,2
12303,3282,0
12304,3278,0
12305,3579,0
12306,3707,2
12307,3692,2
12308,3385,2
12309,3485,2
12310,2324,0
12311,2226,2
12312,2187,2
12313,2182,2
12314,2360,0
12315,2078,2
12316,1729,2
12317,1687,2
12318,1686,2
12319,1682,2
12320,1663,2
12321,2287,2
12322,1761,2
12323,2035,2
12324,1988,2
12325,1753,2
12326,1740,2
12327,2951,2
12328,3158,2
12329,3108,2
12330,3080,2
12331,3054,2
12332,3014,2
12333,2550,2
12334,2544,2
12335,2529,2
12336,2508,2
12337,2442,2
12338,2864,2
12339,2634,0
12340,2886,2
12341,13855,0
12342,13058,2
12343,13041,2
12344,13742,0
12345,14254,2
12346,14931,2
12347,14102,2
12348,13968,2
12349,13900,2
12350,13587,0
12351,13586,2
12352,13579,0
12353,12803,2
12354,13542,2
12355,13541,2
12356,13631,0
12357,13030,2
12358,13029,2
12359,13011,2
12360,13691,0
12361,13688,2
12362,13678,0
12363,13667,0
12364,13665,0
12365,13654,0
12366,13649,2
12367,13634,0
12368,14712,0
12369,14709,0
12370,15169,2
12371,14690,2
12372,14664,2
12373,15128,2
12374,15221,2
12375,15217,2
12376,14831,2
12377,14844,2
12378,15087,0
12379,14386,2
12380,14973,0
12381,14966,0
12382,14965,0
12383,14961,0
12384,15048,2
12385,14500,2
12386,12478,2
12387,12468,0
12388,12466,2
12389,12451,2
12390,13113,2
12391,12421,2
12392,12337,2
12393,11242,2
12394,11133,2
12395,11391,2
12396,10989,2
12397,10934,2
12398,11766,2
12399,11763,0
12400,11711,2
12401,11685,2
12402,11526,0
12403,11523,0
12404,11521,2
12405,12515,2
12406,13284,0
12407,13253,0
12408,12550,2
12409,12544,2
12410,13231,0
12411,18620,2
12412,18619,2
12413,18595,2
12414,18571,2
12415,18543,2
12416,18445,2
12417,18370,2
12418,18341,2
12419,18320,2
12420,18677,2
12421,18679,2
12422,19045,2
12423,19039,2
12424,19037,2
12425,19036,2
12426,19023,2
12427,19001,2
12428,18704,2
12429,18690,2
12430,18686,2
12431,18680,2
12432,18843,2
12433,17391,2
12434,18140,2
12435,18107,2
12436,18102,2
12437,17982,2
12438,17948,2
12439,17858,0
12440,20374,2
12441,20360,2
12442,20346,2
12443,20336,0
12444,20231,2
12445,20224,2
12446,20099,0
12447,20187,0
12448,20048,2
12449,19888,2
12450,20571,0
12451,20568,2
12452,20540,2
12453,20537,0
12454,20536,2
12455,20464,0
12456,19847,2
12457,19795,2
12458,19503,0
12459,19479,0
12460,19621,2
12461,19691,2
12462,17375,0
12463,15989,2
12464,15560,0
12465,15922,2
12466,15858,0
12467,16031,2
12468,15510,2
12469,15500,0
12470,16036,2
12471,16140,2
12472,16130,2
12473,16120,2
12474,16119,2
12475,16042,2
12476,16097,0
12477,16085,2
12478,16061,2
12479,16098,0
12480,15276,2
12481,15392,2
12482,15490,0
12483,15330,0
12484,15328,0
12485,15326,0
12486,15290,2
12487,17242,2
12488,15572,2
12489,15566,0
12490,16177,2
12491,16174,2
12492,16186,2
12493,16361,2
12494,15793,0
12495,15692,0
12496,15686,2
12497,16313,2
12498,16311,2
12499,8693,2
12500,8687,2
12501,9187,0
12502,8676,0
12503,8672,2
12504,8803,2
12505,8779,2
12506,9206,2
12507,9203,2
12508,8357,2
12509,8615,2
12510,9171,2
12511,8429,0
12512,8809,0
12513,9358,2
12514,9359,2
12515,9065,2
12516,9066,2
12517,9047,0
12518,9403,2
12519,9401,2
12520,9366,0
12521,8918,2
12522,8864,0
12523,8856,2
12524,8825,0
12525,8821,0
12526,9344,0
12527,9010,2
12528,7508,2
12529,7507,2
12530,7459,2
12531,7409,2
12532,7390,2
12533,7267,0
12534,7655,2
12535,7647,0
12536,7256,2
12537,7161,2
12538,7146,0
12539,7668,2
12540,8148,0
12541,8095,2
12542,8093,2
12543,8029,2
12544,8043,2
12545,7998,2
12546,8443,2
12547,7956,2
12548,8182,0
12549,8296,2
12550,8510,0
12551,8238,2
12552,8219,2
12553,8218,2
12554,8214,0
12555,8491,2
12556,8484,2
12557,8472,0
12558,8469,0
12559,8193,2
12560,9449,2
12561,7843,0
12562,7671,2
12563,7876,2
12564,9451,2
12565,10518,2
12566,10514,2
12567,10523,2
12568,10477,2
12569,10472,2
12570,10786,2
12571,10748,2
12572,10726,0
12573,10721,2
12574,10553,0
12575,10552,2
12576,10727,0
12577,10674,2
12578,10672,2
12579,10439,2
12580,10669,2
12581,10653,2
12582,10645,2
12583,10820,0
12584,10861,2
12585,11409,0
12586,8078,2
12587,8063,2
12588,11261,2
12589,11382,2
12590,11379,2
12591,11377,2
12592,11375,2
12593,11401,0
12594,11188,2
12595,11425,2
12596,11830,2
12597,11576,2
12598,11571,2
12599,11496,2
12600,11542,0
12601,11184,2
12602,10983,2
12603,10954,2
12604,10945,0
12605,10942,2
12606,10940,2
12607,10939,2
12608,10931,0
12609,10911,2
12610,10893,2
12611,11323,2
12612,10997,0
12613,11161,2
12614,11147,2
12615,11141,2
12616,11355,2
12617,11072,2
12618,10609,2
12619,9554,2
12620,9539,2
12621,9537,0
12622,9499,0
12623,9498,2
12624,9497,0
12625,9494,0
12626,9481,0
12627,9819,2
12628,10337,2
12629,10331,2
12630,10325,2
12631,10315,2
12632,10290,2
12633,10285,2
12634,10340,2
12635,10380,2
12636,10159,2
12637,10144,2
12638,9923,2
12639,9845,2
12640,9840,0
12641,9835,2
12642,9830,0
12643,10093,2
12644,10075,2
12645,10058,2
12646,10044,2
12647,10042,2
12648,10029,2
12649,10273,2
12650,10003,2
12651,10266,0
12652,10148,2
12653,7006,2
12654,4884,2
12655,4660,2
12656,4642,0
12657,4633,2
12658,4977,2
12659,4975,2
12660,4708,2
12661,4694,2
12662,4956,0
12663,4935,0
12664,4615,2
12665,4516,2
12666,4431,2
12667,4551,2
12668,4561,2
12669,4610,2
12670,4604,2
12671,4602,2
12672,4595,2
12673,4573,2
12674,5004,0
12675,5485,2
12676,5353,2
12677,5339,2
12678,5338,2
12679,5324,2
12680,5323,2
12681,5336,2
12682,5486,2
12683,5516,2
12684,5515,2
12685,5248,0
12686,5026,2
12687,5038,2
12688,5309,2
12689,4418,2
12690,3897,2
12691,3896,2
12692,3821,0
12693,3891,2
12694,3818,2
12695,4024,2
12696,4009,2
12697,4002,0
12698,4001,2
12699,4041,2
12700,3919,2
12701,3988,2
12702,3974,2
12703,3987,2
12704,3620,2
12705,3617,2
12706,3753,2
12707,3640,2
12708,3802,2
12709,3797,2
12710,3787,2
12711,3777,2
12712,3659,2
12713,3657,2
12714,3757,2
12715,4316,2
12716,4318,0
12717,4310,0
12718,4100,2
12719,4092,2
12720,4088,0
12721,4414,2
12722,4406,2
12723,4382,2
12724,4138,2
12725,4067,2
12726,4059,0
12727,4242,2
12728,4070,2
12729,6291,0
12730,6695,2
12731,6311,2
12732,6045,2
12733,6040,2
12734,6464,0
12735,6265,2
12736,6259,0
12737,6407,0
12738,6405,2
12739,6202,2
12740,6378,2
12741,6931,2
12742,6815,2
12743,6811,2
12744,6810,2
12745,6806,0
12746,6798,2
12747,6333,2
12748,6826,2
12749,6867,0
12750,6857,2
12751,6855,0
12752,6853,0
12753,6847,2
12754,6332,2
12755,5605,2
12756,5551,2
12757,5543,2
12758,5539,2
12759,5663,2
12760,5659,2
12761,6005,2
12762,5999,2
12763,5995,2
12764,5963,0
12765,5961,0
12766,5959,0
12767,5951,2
12768,5942,2
12769,3541,2
12770,3354,0
12771,3624,2
12772,5467,2
12773,4996,2
12774,4335,2
12775,4710,2
12776,4639,2
12777,1325,2
12778,1215,2
12779,1253,0
12780,1538,2
12781,902,0
12782,892,0
12783,22069,2
12784,22059,2
12785,22105,2
12786,888,0
12787,30,2
12788,22139,2
12789,22137,0
12790,22111,2
12791,22106,2
12792,2531,2
12793,2270,2
12794,3027,2
12795,2782,2
12796,2591,2
12797,1969,2
12798,10389,2
12799,8852,2
12800,9019,2
12801,8555,2
12802,9020,2
12803,12482,2
12804,12473,2
12805,12405,2
12806,12317,0
12807,12088,2
12808,12031,2
12809,12206,2
12810,11968,2
12811,12539,2
12812,10455,2
12813,10625,2
12814,11567,0
12815,11046,2
12816,6733,0
12817,6694,2
12818,5541,0
12819,5842,2
12820,6027,2
12821,5667,0
12822,7984,0
12823,6740,2
12824,7384,2
12825,18430,2
12826,18425,2
12827,18417,2
12828,18384,2
12829,18375,0
12830,18361,2
12831,18464,2
12832,19286,2
12833,18192,2
12834,18187,2
12835,18186,2
12836,18184,2
12837,18209,2
12838,18467,2
12839,18501,0
12840,18629,0
12841,18627,0
12842,19341,0
12843,18483,0
12844,18560,0
12845,18523,2
12846,19309,0
12847,19308,0
12848,19317,2
12849,18132,0
12850,17883,2
12851,17847,0
12852,17840,2
12853,18043,2
12854,17890,2
12855,17764,2
12856,18011,0
12857,17898,2
12858,18125,0
12859,18115,2
12860,18108,2
12861,18104,2
12862,17989,0
12863,18091,2
12864,17936,2
12865,17929,0
12866,17757,0
12867,18653,0
12868,18669,2
12869,19464,2
12870,19126,2
12871,19110,0
12872,19093,2
12873,19092,2
12874,19087,0
12875,19085,0
12876,19162,2
12877,19220,2
12878,19210,0
12879,19507,2
12880,19488,0
12881,19478,0
12882,19075,0
12883,18911,2
12884,18884,2
12885,18849,2
12886,18841,0
12887,18835,2
12888,18831,2
12889,18764,0
12890,18759,2
12891,18714,2
12892,18708,0
12893,18746,2
12894,19053,2
12895,19051,2
12896,19050,2
12897,19046,2
12898,19044,2
12899,19015,0
12900,18979,0
12901,19423,0
12902,19422,2
12903,18654,0
12904,17568,2
12905,2707,2
12906,2699,2
12907,2799,2
12908,3023,0
12909,3234,2
12910,3236,2
12911,17403,2
12912,1364,2
12913,17534,2
12914,17479,2
12915,17469,2
12916,17461,2
12917,17452,2
12918,17440,0
12919,17419,2
12920,19588,2
12921,1916,2
12922,1813,2
12923,2036,0
12924,2059,2
12925,1467,2
12926,19590,2
12927,21001,0
12928,20996,0
12929,21010,0
12930,20952,2
12931,20951,2
12932,21069,0
12933,21113,0
12934,21374,0
12935,21366,2
12936,21103,0
12937,21342,2
12938,21270,0
12939,21213,0
12940,21207,0
12941,21137,0
12942,21136,0
12943,21119,0
12944,21116,0
12945,21114,0
12946,21354,0
12947,20882,2
12948,20845,0
12949,20844,2
12950,20833,0
12951,20909,2
12952,20803,0
12953,20760,0
12954,20752,0
12955,20749,2
12956,20743,2
12957,20736,2
12958,20801,2
12959,20918,0
12960,20274,2
12961,21914,2
12962,21957,0
12963,21947,0
12964,21940,0
12965,21765,0
12966,21760,2
12967,21946,0
12968,22008,0
12969,22007,0
12970,21795,0
12971,21791,0
12972,21408,2
12973,21453,0
12974,21787,2
12975,21684,2
12976,21597,2
12977,21536,2
12978,21530,2
12979,21519,2
12980,21792,2
12981,20735,2
12982,19797,2
12983,19775,0
12984,19774,2
12985,19744,2
12986,19976,0
12987,19692,2
12988,19674,2
12989,19671,2
12990,19951,2
12991,19967,0
12992,19814,2
12993,20126,0
12994,20046,0
12995,19789,2
12996,19902,2
12997,19898,0
12998,19885,2
12999,19884,2
13000,19852,2
13001,19900,2
13002,20214,0
13003,20217,2
13004,20617,2
13005,20623,2
13006,20625,2
13007,20730,2
13008,20725,0
13009,20694,0
13010,20600,0
13011,20599,0
13012,20605,2
13013,20377,2
13014,20352,0
13015,20347,2
13016,20219,2
13017,20413,0
13018,20594,0
13019,20586,0
13020,20581,2
13021,20570,2
13022,20565,0
13023,20529,0
13024,20512,0
13025,20461,0
13026,20456,2
13027,20439,0
13028,13239,2
13029,5897,2
13030,6312,2
13031,6275,2
13032,5997,2
13033,6234,2
13034,6190,2
13035,6127,2
13036,4090,0
13037,4117,2
13038,4285,2
13039,3769,2
13040,3634,2
13041,3902,2
13042,3990,2
13043,5270,2
13044,5241,2
13045,5341,2
13046,5397,0
13047,4583,2
13048,4531,2
13049,4837,2
13050,4707,2
13051,4907,2
13052,4653,2
13053,9740,0
13054,9665,0
13055,9056,2
13056,9411,0
13057,9349,2
13058,9335,0
13059,9322,0
13060,8888,2
13061,9400,2
13062,10405,2
13063,10517,2
13064,10488,2
13065,10631,2
13066,9930,0
13067,9797,2
13068,10304,2
13069,10143,2
13070,10099,2
13071,7398,2
13072,7397,2
13073,7393,2
13074,7327,2
13075,7286,2
13076,7270,2
13077,7255,0
13078,7231,0
13079,7350,2
13080,6807,2
13081,6353,2
13082,6875,2
13083,7134,0
13084,9211,2
13085,7877,2
13086,8256,2
13087,8249,2
13088,8502,0
13089,8244,2
13090,8112,2
13091,8094,2
13092,8033,2
13093,19305,0
13094,17942,2
13095,18059,2
13096,17848,0
13097,18022,2
13098,18016,2
13099,19048,0
13100,19118,2
13101,16866,2
13102,16601,0
13103,16459,2
13104,15798,2
13105,15784,2
13106,15680,2
13107,17220,0
13108,17104,2
13109,21118,0
13110,21790,2
13111,21485,2
13112,21591,0
13113,20355,2
13114,20354,2
13115,20337,2
13116,19913,0
13117,19969,0
13118,20189,2
13119,13657,0
13120,13630,2
13121,12964,2
13122,13802,2
13123,13723,2
13124,13282,0
13125,13385,2
13126,13381,2
13127,15925,0
13128,15877,0
13129,15499,0
13130,15478,2
13131,15329,0
13132,16187,2
13133,16175,2
13134,16159,2
13135,16136,2
13136,16075,2
13137,16068,0
13138,14971,2
13139,14970,0
13140,15226,2
13141,14903,0
13142,15165,2
13143,3274,2
13144,3263,2
13145,3170,2
13146,2969,2
13147,2600,2
13148,2597,2
13149,2594,2
13150,2585,2
13151,2754,2
13152,2708,2
13153,2461,2
13154,2458,2
13155,2443,2
13156,2819,2
13157,2862,2
13158,2215,2
13159,3329,2
13160,2213,0
13161,1485,2
13162,1297,2
13163,1288,2
13164,1232,2
13165,1133,2
13166,2140,2
13167,2254,2
13168,2062,2
13169,2047,2
13170,1611,2
13171,1754,2
13172,1965,0
13173,1673,2
13174,1856,2
13175,2049,2
13176,8008,2
13177,7741,2
13178,6630,2
13179,12705,2
13180,12504,2
13181,12512,2
13182,12513,2
13183,12523,2
13184,12536,2
13185,12552,2
13186,12558,2
13187,12863,2
13188,13712,2
13189,13720,2
13190,13445,0
13191,9151,2
13192,9420,0
13193,8685,2
13194,8802,0
13195,10827,2
13196,11431,2
13197,11631,2
13198,11723,0
13199,11765,0
13200,11915,2
13201,11973,2
13202,10661,2
13203,496,2
13204,1023,2
13205,237,0
13206,1880,0
13207,20953,2
13208,21021,0
13209,21042,0
13210,20739,2
13211,20751,2
13212,21107,0
13213,21112,2
13214,21681,2
13215,21682,2
13216,22015,2
13217,21619,2
13218,21120,0
13219,21191,0
13220,21196,0
13221,21214,0
13222,21257,0
13223,4391,2
13224,4427,2
13225,4541,0
13226,3000,2
13227,3153,0
13228,3159,2
13229,3160,2
13230,14108,2
13231,2153,0
13232,2183,2
13233,2141,2
13234,2088,2
13235,2623,2
13236,2626,2
13237,1721,2
13238,1815,2
13239,1829,2
13240,3457,2
13241,3290,2
13242,3284,0
13243,3597,2
13244,3500,0
13245,3372,2
13246,3377,2
13247,3168,2
13248,3218,2
13249,3082,2
13250,3096,2
13251,18462,2
13252,18466,2
13253,18484,2
13254,19415,2
13255,19088,2
13256,19183,0
13257,19611,2
13258,14795,2
13259,14865,2
13260,15260,2
13261,16212,0
13262,15035,0
13263,18322,2
13264,18325,2
13265,16826,2
13266,16858,2
13267,16889,2
13268,16997,2
13269,17112,2
13270,17157,2
13271,17320,2
13272,17332,0
13273,16260,0
13274,1515,2
13275,1290,2
13276,1292,2
13277,1322,2
13278,1256,2
13279,153,2
13280,413,2
13281,88,2
13282,72,0
13283,22154,2
13284,59,2
13285,1104,2
13286,1075,2
13287,1012,0
13288,970,2
13289,971,2
13290,1010,2
13291,762,0
13292,4336,2
13293,3992,2
13294,2376,2
13295,2244,2
13296,2090,2
13297,2956,2
13298,2976,0
13299,3079,2
13300,4364,2
13301,6285,2
13302,6519,0
13303,6521,0
13304,6522,0
13305,6523,0
13306,6524,0
13307,6525,0
13308,6526,0
13309,6527,0
13310,6528,0
13311,6529,0
13312,6530,0
13313,6520,0
13314,6532,0
13315,6130,0
13316,6164,2
13317,6624,2
13318,4636,2
13319,4638,2
13320,5470,2
13321,5500,2
13322,17640,0
13323,17641,2
13324,17201,0
13325,17711,0
13326,17225,2
13327,15835,2
13328,16494,2
13329,17364,0
13330,19337,2
13331,19338,2
13332,19339,2
13333,19345,2
13334,19346,2
13335,18696,2
13336,18724,2
13337,19344,2
13338,18587,2
13339,17750,2
13340,18017,2
13341,17963,2
13342,15034,0
13343,14479,2
